origin,destination,distance_km,duration_min,time_of_day,hour,weather,day_type,traffic,service_type,price
Lakdikapul,Jubilee Hills,7.06,22,Afternoon,13,Clear,Weekday,Moderate,Standard,153
Lingampally,Jubilee Hills,15.83,32,Afternoon,16,Cloudy,Weekday,Light,Economy,234
Charminar,Madhapur,16.88,34,Night,2,Clear,Weekend,Light,Economy,295
Charminar,Ameerpet,11.62,51,Evening,19,Clear,Weekday,Heavy,Standard,365
Koti,Inorbit Mall,14.79,40,Afternoon,14,Clear,Weekend,Moderate,Standard,299
Abids,Charminar,4.54,16,Afternoon,14,Clear,Weekend,Moderate,Premium,164
Paradise Circle,LB Nagar,16.06,44,Evening,17,Clear,Weekday,Moderate,Premium,521
Dilsukhnagar,Ameerpet,14.66,40,Afternoon,12,Clear,Weekend,Moderate,Premium,396
Begumpet,Ameerpet,2.39,11,Morning,7,Cloudy,Weekday,Moderate,Economy,89
Dilsukhnagar,Jubilee Hills,18.07,36,Evening,20,Light Rain,Weekend,Light,Economy,295
Charminar,Paradise Circle,11.9,34,Morning,8,Clear,Weekday,Moderate,Standard,283
LB Nagar,Gachibowli,31.47,81,Evening,18,Clear,Weekend,Moderate,Economy,674
Lakdikapul,LB Nagar,16.22,33,Morning,5,Clear,Weekday,Light,Standard,260
Golconda Fort,Hitech City,9.88,45,Morning,5,Cloudy,Weekend,Heavy,Economy,238
Lakdikapul,Mehdipatnam,2.28,9,Afternoon,12,Rainy,Weekend,Light,Standard,92
Mehdipatnam,Banjara Hills,3.27,18,Evening,18,Cloudy,Weekday,Heavy,Standard,159
Banjara Hills,Jubilee Hills,3.49,11,Morning,7,Clear,Weekend,Light,Economy,96
Secunderabad,Golconda Fort,15.71,68,Evening,17,Clear,Weekday,Heavy,Premium,646
Golconda Fort,Lingampally,19.48,52,Night,21,Cloudy,Weekend,Moderate,Standard,399
Abids,KPHB,18.53,49,Evening,18,Rainy,Weekday,Moderate,Premium,705
Gachibowli,Film Nagar,10.32,23,Morning,11,Clear,Weekend,Light,Standard,188
Abids,Jubilee Hills,10.4,30,Morning,8,Clear,Weekday,Moderate,Standard,255
Banjara Hills,Koti,8.2,38,Evening,19,Thunderstorm,Weekday,Heavy,Economy,340
Mehdipatnam,Lakdikapul,2.28,9,Night,21,Clear,Weekend,Light,Economy,62
Shamshabad Airport,Madhapur,30.42,57,Morning,11,Rainy,Weekday,Light,Premium,708
Secunderabad,Lakdikapul,8.02,24,Morning,7,Clear,Weekday,Moderate,Standard,203
Jubilee Hills,Golconda Fort,5.93,19,Evening,18,Cloudy,Weekend,Moderate,Economy,173
Secunderabad,Inorbit Mall,15.35,31,Morning,8,Clear,Weekend,Light,Standard,328
LB Nagar,Charminar,11.28,50,Morning,5,Clear,Weekday,Heavy,Standard,280
Golconda Fort,Koti,10.76,31,Evening,18,Clear,Weekday,Moderate,Standard,271
Financial District,Film Nagar,10.21,23,Afternoon,16,Cloudy,Weekend,Light,Standard,200
Shamshabad Airport,Abids,22.96,60,Morning,7,Rainy,Weekend,Moderate,Premium,897
Gachibowli,Financial District,3.81,12,Night,3,Clear,Weekend,Light,Economy,99
Banjara Hills,Mehdipatnam,3.27,13,Evening,17,Cloudy,Weekend,Moderate,Premium,178
Gachibowli,Shamshabad Airport,30.94,129,Evening,17,Clear,Weekend,Heavy,Premium,1226
Begumpet,Abids,7.63,23,Morning,9,Clear,Holiday,Moderate,Premium,313
Botanical Garden,Jubilee Hills,4.58,13,Morning,11,Clear,Weekday,Light,Economy,81
Shamshabad Airport,Charminar,18.62,50,Night,2,Clear,Weekday,Moderate,Premium,555
Golconda Fort,Hitech City,9.88,45,Evening,18,Cloudy,Weekday,Heavy,Standard,349
Lakdikapul,Koti,4.68,13,Morning,10,Light Rain,Weekday,Light,Premium,144
Tank Bund,Begumpet,3.41,19,Evening,17,Clear,Weekday,Heavy,Economy,134
Tank Bund,Inorbit Mall,12.07,26,Morning,10,Clear,Weekend,Light,Economy,186
Uppal,Kukatpally,23.61,62,Morning,8,Clear,Weekday,Moderate,Economy,423
Lingampally,Banjara Hills,19.19,38,Night,3,Clear,Weekday,Light,Standard,341
Financial District,Botanical Garden,8.68,26,Morning,10,Clear,Weekday,Moderate,Standard,184
Hitech City,Abids,15.76,68,Night,2,Cloudy,Weekend,Heavy,Standard,540
Hitech City,Madhapur,2.18,14,Morning,9,Rainy,Weekday,Heavy,Standard,136
Charminar,Begumpet,12.07,53,Morning,8,Clear,Weekday,Heavy,Economy,307
Banjara Hills,Hitech City,8.83,20,Afternoon,12,Clear,Weekday,Light,Economy,132
Golconda Fort,Secunderabad,15.71,32,Morning,11,Clear,Weekday,Light,Premium,330
Ameerpet,Banjara Hills,3.76,11,Morning,9,Clear,Weekend,Light,Economy,98
Lakdikapul,Lingampally,22.75,44,Afternoon,13,Clear,Weekday,Light,Standard,352
Madhapur,Koti,15.28,42,Morning,6,Clear,Weekday,Moderate,Premium,374
Ameerpet,Lakdikapul,4.9,25,Evening,18,Rainy,Weekday,Heavy,Standard,251
Film Nagar,Abids,8.42,39,Morning,9,Clear,Weekday,Heavy,Premium,350
Tank Bund,Inorbit Mall,12.07,34,Morning,7,Cloudy,Weekday,Moderate,Economy,258
Shamshabad Airport,Madhapur,30.42,127,Night,21,Cloudy,Weekday,Heavy,Standard,726
Charminar,Lingampally,28.76,74,Evening,17,Rainy,Weekend,Moderate,Premium,1208
Mehdipatnam,KPHB,15.75,43,Morning,7,Clear,Weekday,Moderate,Standard,377
Tank Bund,Lingampally,23.78,100,Morning,9,Thunderstorm,Weekday,Heavy,Economy,761
Abids,Uppal,11.65,25,Morning,6,Clear,Weekday,Light,Standard,195
Film Nagar,Koti,9.48,21,Morning,11,Clear,Weekday,Light,Standard,162
Dilsukhnagar,Botanical Garden,21.9,43,Afternoon,14,Cloudy,Weekday,Light,Standard,353
Uppal,Paradise Circle,10.23,23,Morning,5,Clear,Weekend,Light,Standard,188
Ameerpet,Lakdikapul,4.9,25,Evening,17,Cloudy,Weekday,Heavy,Premium,250
Paradise Circle,Botanical Garden,14.24,62,Morning,10,Cloudy,Weekday,Heavy,Economy,290
Uppal,Botanical Garden,23.93,101,Morning,9,Clear,Weekday,Heavy,Premium,885
Uppal,Lingampally,35.59,90,Afternoon,13,Clear,Holiday,Moderate,Economy,700
Mehdipatnam,Madhapur,10.15,29,Morning,11,Light Rain,Weekday,Moderate,Economy,201
Financial District,Inorbit Mall,6.77,21,Afternoon,12,Clear,Weekday,Moderate,Economy,126
Lingampally,Botanical Garden,11.84,52,Afternoon,12,Cloudy,Weekend,Heavy,Premium,443
Charminar,Paradise Circle,11.9,25,Evening,20,Clear,Weekend,Light,Standard,226
Abids,LB Nagar,12.88,27,Morning,6,Clear,Weekend,Light,Premium,300
Film Nagar,Lakdikapul,5.17,14,Afternoon,13,Clear,Weekday,Light,Standard,101
Lakdikapul,Golconda Fort,7.88,24,Afternoon,14,Clear,Weekday,Moderate,Standard,172
Inorbit Mall,Kukatpally,7.81,24,Evening,19,Clear,Weekend,Moderate,Premium,308
Jubilee Hills,Inorbit Mall,3.19,13,Afternoon,16,Rainy,Weekday,Moderate,Economy,99
Lakdikapul,KPHB,15.5,32,Evening,18,Clear,Weekend,Light,Premium,442
Kukatpally,Lakdikapul,13.23,37,Evening,19,Cloudy,Weekday,Moderate,Economy,311
Tank Bund,Film Nagar,8.06,37,Morning,8,Clear,Weekday,Heavy,Premium,322
Charminar,Golconda Fort,10.63,48,Afternoon,13,Clear,Weekday,Heavy,Economy,217
Lingampally,Botanical Garden,11.84,52,Morning,11,Clear,Weekend,Heavy,Premium,406
Koti,Dilsukhnagar,6.59,21,Morning,7,Clear,Weekday,Moderate,Premium,234
Film Nagar,Tank Bund,8.06,19,Afternoon,16,Rainy,Weekday,Light,Economy,155
Uppal,Kukatpally,23.61,99,Evening,18,Cloudy,Weekday,Heavy,Standard,736
Kukatpally,Lakdikapul,13.23,28,Evening,17,Clear,Weekend,Light,Standard,299
Miyapur,Gachibowli,9.5,28,Morning,10,Cloudy,Weekday,Moderate,Premium,265
Financial District,Golconda Fort,9.17,42,Afternoon,16,Clear,Weekend,Heavy,Standard,268
Hitech City,Miyapur,7.91,19,Morning,10,Clear,Weekday,Light,Economy,128
Jubilee Hills,Botanical Garden,4.58,16,Afternoon,14,Clear,Weekend,Moderate,Premium,170
Dilsukhnagar,LB Nagar,5.27,14,Night,4,Clear,Weekday,Light,Premium,160
Ameerpet,KPHB,11.07,24,Afternoon,15,Cloudy,Weekday,Light,Premium,261
Golconda Fort,Miyapur,17.62,47,Evening,17,Cloudy,Weekend,Moderate,Economy,441
Gachibowli,Paradise Circle,20.11,53,Afternoon,16,Clear,Weekend,Moderate,Premium,523
Mehdipatnam,Botanical Garden,10.64,31,Afternoon,14,Cloudy,Weekday,Moderate,Premium,304
Golconda Fort,Madhapur,9.39,43,Evening,17,Clear,Weekday,Heavy,Economy,260
KPHB,Shamshabad Airport,36.94,68,Morning,11,Rainy,Weekday,Light,Economy,549
Madhapur,Abids,13.94,29,Morning,11,Cloudy,Weekday,Light,Premium,312
Uppal,Ameerpet,16.17,33,Morning,5,Clear,Weekday,Light,Standard,252
Charminar,Inorbit Mall,16.08,33,Morning,10,Cloudy,Weekday,Light,Standard,258
Dilsukhnagar,Madhapur,21.56,57,Night,2,Cloudy,Weekday,Moderate,Standard,498
LB Nagar,Financial District,30.81,79,Evening,18,Clear,Weekend,Moderate,Premium,1000
Uppal,Inorbit Mall,24.03,46,Afternoon,12,Light Rain,Weekend,Light,Premium,598
Abids,KPHB,18.53,49,Morning,10,Clear,Weekend,Moderate,Standard,399
Ameerpet,Madhapur,7.61,23,Evening,18,Cloudy,Weekend,Moderate,Standard,260
Dilsukhnagar,Charminar,6.98,17,Evening,19,Clear,Weekend,Light,Standard,187
Gachibowli,Uppal,29.34,55,Morning,6,Cloudy,Weekday,Light,Premium,569
Banjara Hills,Begumpet,5.94,15,Morning,11,Thunderstorm,Weekday,Light,Standard,169
Kukatpally,Gachibowli,10.5,23,Morning,5,Clear,Weekend,Light,Premium,252
Shamshabad Airport,Botanical Garden,31.05,129,Night,1,Clear,Weekday,Heavy,Premium,1127
Film Nagar,LB Nagar,21.15,90,Morning,9,Clear,Weekday,Heavy,Economy,513
LB Nagar,Banjara Hills,19.8,39,Evening,19,Clear,Weekend,Light,Economy,368
Miyapur,Lingampally,7.79,18,Morning,9,Clear,Weekend,Light,Premium,243
Film Nagar,Uppal,19.54,38,Afternoon,15,Clear,Weekday,Light,Standard,307
Ameerpet,Charminar,11.62,51,Morning,9,Clear,Weekday,Heavy,Economy,288
Jubilee Hills,Abids,10.4,47,Evening,17,Rainy,Weekend,Heavy,Standard,476
Mehdipatnam,Tank Bund,6.19,16,Morning,11,Clear,Weekday,Light,Premium,161
Abids,Inorbit Mall,13.58,38,Evening,18,Clear,Holiday,Moderate,Standard,443
Hitech City,Abids,15.76,68,Evening,17,Clear,Weekday,Heavy,Premium,608
Hitech City,Charminar,18.4,49,Morning,6,Clear,Weekday,Moderate,Economy,308
Tank Bund,Charminar,8.96,41,Morning,7,Clear,Weekend,Heavy,Premium,411
Banjara Hills,Uppal,17.67,76,Evening,18,Light Rain,Weekday,Heavy,Economy,507
Uppal,Ameerpet,16.17,44,Morning,8,Cloudy,Weekend,Moderate,Standard,428
Charminar,LB Nagar,11.28,32,Afternoon,16,Clear,Weekend,Moderate,Standard,247
Banjara Hills,Charminar,9.87,29,Evening,19,Clear,Weekday,Moderate,Economy,229
Ameerpet,Begumpet,2.39,11,Evening,17,Rainy,Weekday,Moderate,Standard,127
Charminar,LB Nagar,11.28,50,Morning,8,Clear,Weekday,Heavy,Standard,349
Kukatpally,Dilsukhnagar,23.17,61,Evening,19,Cloudy,Weekday,Moderate,Standard,582
Koti,KPHB,20.07,39,Afternoon,12,Clear,Weekday,Light,Standard,325
Ameerpet,Hitech City,9.75,22,Night,22,Rainy,Weekday,Light,Standard,246
Tank Bund,Gachibowli,17.39,35,Afternoon,12,Clear,Weekend,Light,Standard,287
Abids,Gachibowli,18.7,80,Evening,17,Rainy,Weekday,Heavy,Standard,693
Charminar,Abids,4.54,13,Morning,7,Cloudy,Weekend,Light,Premium,182
Madhapur,Lingampally,12.16,26,Afternoon,16,Rainy,Weekday,Light,Standard,245
KPHB,Mehdipatnam,15.75,32,Afternoon,14,Clear,Weekday,Light,Premium,318
Financial District,KPHB,13.23,28,Night,4,Clear,Weekday,Light,Standard,261
Uppal,Shamshabad Airport,29.84,77,Evening,19,Rainy,Weekday,Moderate,Economy,728
Secunderabad,Ameerpet,7.21,34,Evening,18,Clear,Weekend,Heavy,Economy,249
Ameerpet,Gachibowli,13.41,28,Morning,6,Cloudy,Weekday,Light,Standard,221
Film Nagar,Ameerpet,5.57,15,Afternoon,14,Clear,Weekday,Light,Premium,144
Tank Bund,Abids,4.43,23,Evening,18,Clear,Weekday,Heavy,Standard,176
Uppal,Inorbit Mall,24.03,46,Evening,17,Rainy,Weekend,Light,Economy,548
Tank Bund,Madhapur,11.81,25,Afternoon,12,Cloudy,Weekday,Light,Economy,176
Mehdipatnam,Madhapur,10.15,29,Afternoon,16,Cloudy,Weekday,Moderate,Economy,194
Shamshabad Airport,Banjara Hills,25.34,66,Evening,20,Clear,Weekday,Moderate,Standard,471
Film Nagar,LB Nagar,21.15,56,Evening,20,Clear,Weekday,Moderate,Economy,322
LB Nagar,Ameerpet,19.92,53,Morning,7,Cloudy,Weekend,Moderate,Standard,536
Lakdikapul,Lingampally,22.75,60,Night,3,Clear,Weekday,Moderate,Premium,625
Tank Bund,Lakdikapul,3.93,21,Morning,7,Clear,Weekday,Heavy,Economy,124
Golconda Fort,KPHB,15.96,69,Morning,8,Rainy,Weekday,Heavy,Economy,490
Secunderabad,Shamshabad Airport,30.38,78,Afternoon,12,Cloudy,Weekday,Moderate,Premium,737
Financial District,Banjara Hills,12.11,34,Morning,7,Clear,Weekday,Moderate,Standard,291
Hitech City,Koti,17.02,46,Evening,19,Clear,Weekday,Moderate,Standard,428
Miyapur,Ameerpet,13.86,60,Evening,19,Clear,Weekday,Heavy,Economy,382
Banjara Hills,Ameerpet,3.76,11,Afternoon,14,Rainy,Weekend,Light,Premium,156
Tank Bund,Lakdikapul,3.93,14,Morning,11,Rainy,Weekday,Moderate,Premium,176
Paradise Circle,Miyapur,19.03,38,Evening,20,Clear,Weekend,Light,Economy,280
Abids,Botanical Garden,14.31,30,Afternoon,12,Thunderstorm,Weekday,Light,Standard,317
Lingampally,Botanical Garden,11.84,25,Morning,5,Clear,Weekday,Light,Economy,162
Lakdikapul,Begumpet,5.9,19,Morning,10,Rainy,Weekday,Moderate,Standard,164
Uppal,Hitech City,25.87,49,Afternoon,12,Clear,Weekday,Light,Economy,339
Koti,Gachibowli,19.8,84,Evening,18,Rainy,Weekday,Heavy,Standard,756
Abids,Botanical Garden,14.31,62,Evening,20,Clear,Weekday,Heavy,Standard,341
Golconda Fort,Uppal,21.97,93,Afternoon,13,Cloudy,Weekday,Heavy,Standard,536
Dilsukhnagar,Jubilee Hills,18.07,48,Evening,18,Cloudy,Weekday,Moderate,Premium,578
Uppal,Koti,11.48,51,Evening,19,Clear,Weekday,Heavy,Standard,367
Botanical Garden,Jubilee Hills,4.58,23,Evening,18,Clear,Weekend,Heavy,Standard,207
KPHB,Abids,18.53,49,Morning,8,Clear,Weekend,Moderate,Standard,442
Koti,Banjara Hills,8.2,19,Morning,9,Clear,Holiday,Light,Standard,215
Financial District,Gachibowli,3.81,12,Afternoon,15,Clear,Weekday,Light,Standard,87
LB Nagar,Jubilee Hills,23.25,61,Evening,17,Cloudy,Weekend,Moderate,Economy,563
Banjara Hills,Ameerpet,3.76,11,Afternoon,13,Rainy,Holiday,Light,Standard,128
Dilsukhnagar,Gachibowli,26.34,68,Morning,8,Cloudy,Weekday,Moderate,Standard,581
Banjara Hills,Golconda Fort,6.22,16,Afternoon,14,Clear,Weekday,Light,Premium,164
Jubilee Hills,Botanical Garden,4.58,23,Evening,18,Cloudy,Weekday,Heavy,Economy,159
Hitech City,Banjara Hills,8.83,40,Evening,17,Thunderstorm,Weekday,Heavy,Premium,541
Secunderabad,Mehdipatnam,10.29,46,Morning,11,Cloudy,Weekday,Heavy,Economy,225
Lakdikapul,Madhapur,10.61,30,Evening,19,Clear,Weekday,Moderate,Standard,284
Banjara Hills,Dilsukhnagar,14.59,30,Morning,5,Clear,Weekend,Light,Economy,223
Tank Bund,Charminar,8.96,41,Evening,17,Clear,Weekday,Heavy,Standard,291
Hitech City,Madhapur,2.18,10,Morning,6,Clear,Weekday,Moderate,Standard,73
Ameerpet,Shamshabad Airport,28.56,74,Morning,10,Clear,Weekday,Moderate,Standard,506
Charminar,Madhapur,16.88,46,Night,4,Clear,Weekday,Moderate,Standard,383
Paradise Circle,Shamshabad Airport,30.48,78,Afternoon,13,Rainy,Weekday,Moderate,Standard,672
Dilsukhnagar,Inorbit Mall,21.25,41,Morning,11,Clear,Weekday,Light,Standard,332
Inorbit Mall,Abids,13.58,38,Night,4,Rainy,Weekend,Moderate,Premium,545
Jubilee Hills,Shamshabad Airport,26.72,51,Morning,6,Cloudy,Weekend,Light,Standard,451
Secunderabad,LB Nagar,15.58,32,Morning,6,Clear,Weekday,Light,Standard,247
Film Nagar,Miyapur,14.61,30,Afternoon,15,Cloudy,Weekday,Light,Standard,259
Gachibowli,Ameerpet,13.41,28,Morning,10,Clear,Weekday,Light,Standard,228
Gachibowli,Lingampally,8.64,20,Morning,6,Clear,Weekday,Light,Premium,191
Shamshabad Airport,Inorbit Mall,28.74,54,Morning,6,Cloudy,Weekend,Light,Premium,645
Charminar,Hitech City,18.4,37,Morning,11,Light Rain,Weekday,Light,Standard,339
Lingampally,Tank Bund,23.78,62,Afternoon,12,Clear,Weekend,Moderate,Premium,611
Jubilee Hills,Secunderabad,12.79,36,Evening,17,Light Rain,Weekend,Moderate,Premium,528
Koti,Jubilee Hills,11.6,25,Afternoon,13,Clear,Weekday,Light,Premium,246
Shamshabad Airport,Madhapur,30.42,127,Evening,17,Clear,Weekday,Heavy,Economy,774
Botanical Garden,Banjara Hills,7.52,35,Evening,18,Clear,Weekday,Heavy,Premium,342
LB Nagar,Golconda Fort,21.87,42,Morning,6,Light Rain,Weekday,Light,Premium,481
Paradise Circle,LB Nagar,16.06,44,Evening,19,Thunderstorm,Weekday,Moderate,Standard,541
Financial District,Paradise Circle,21.28,41,Evening,19,Light Rain,Weekend,Light,Standard,512
Dilsukhnagar,Uppal,7.09,33,Evening,18,Clear,Weekday,Heavy,Standard,249
Banjara Hills,LB Nagar,19.8,39,Night,21,Light Rain,Weekend,Light,Economy,339
Abids,Uppal,11.65,33,Morning,6,Thunderstorm,Weekday,Moderate,Premium,415
Begumpet,Dilsukhnagar,13.92,38,Morning,7,Clear,Weekend,Moderate,Economy,293
Financial District,Banjara Hills,12.11,53,Morning,6,Clear,Weekend,Heavy,Economy,273
Charminar,Koti,3.07,17,Evening,17,Clear,Weekday,Heavy,Standard,148
Botanical Garden,Lakdikapul,11.0,49,Afternoon,12,Clear,Weekday,Heavy,Premium,372
LB Nagar,KPHB,30.95,79,Morning,11,Cloudy,Weekday,Moderate,Economy,504
Lakdikapul,Hitech City,12.41,35,Afternoon,15,Cloudy,Weekend,Moderate,Standard,290
Secunderabad,Uppal,9.67,22,Morning,10,Clear,Weekday,Light,Economy,145
Jubilee Hills,Film Nagar,2.37,11,Evening,20,Clear,Holiday,Moderate,Premium,125
Mehdipatnam,Shamshabad Airport,22.4,95,Morning,8,Clear,Weekday,Heavy,Economy,521
Jubilee Hills,LB Nagar,23.25,61,Night,4,Clear,Weekday,Moderate,Economy,420
Shamshabad Airport,Gachibowli,30.94,58,Afternoon,15,Thunderstorm,Weekday,Light,Economy,561
Lakdikapul,Abids,3.35,13,Morning,9,Clear,Weekday,Moderate,Economy,94
Lakdikapul,Abids,3.35,11,Morning,10,Clear,Weekday,Light,Economy,69
Mehdipatnam,Lingampally,22.05,58,Afternoon,16,Clear,Weekday,Moderate,Premium,528
Golconda Fort,Koti,10.76,23,Night,4,Clear,Weekend,Light,Standard,249
Secunderabad,Abids,7.49,23,Evening,18,Rainy,Weekend,Moderate,Economy,258
Hitech City,LB Nagar,28.63,74,Morning,11,Clear,Weekday,Moderate,Premium,697
Uppal,Ameerpet,16.17,33,Evening,20,Clear,Weekday,Light,Economy,227
Film Nagar,Botanical Garden,6.93,22,Morning,9,Rainy,Weekday,Moderate,Economy,196
Lingampally,Banjara Hills,19.19,38,Afternoon,16,Clear,Weekend,Light,Economy,291
Financial District,Madhapur,8.29,25,Evening,18,Rainy,Weekday,Moderate,Premium,359
Kukatpally,Botanical Garden,5.28,26,Evening,17,Rainy,Weekday,Heavy,Premium,322
Film Nagar,Tank Bund,8.06,19,Morning,11,Rainy,Weekday,Light,Standard,185
Uppal,Charminar,13.22,37,Afternoon,15,Clear,Weekend,Moderate,Premium,355
Golconda Fort,Tank Bund,11.6,25,Afternoon,16,Thunderstorm,Weekday,Light,Premium,358
Ameerpet,Gachibowli,13.41,28,Afternoon,12,Clear,Weekday,Light,Economy,181
Financial District,Dilsukhnagar,25.9,67,Morning,7,Clear,Weekday,Moderate,Economy,498
Kukatpally,Lakdikapul,13.23,28,Evening,19,Cloudy,Weekend,Light,Premium,428
Secunderabad,Miyapur,19.59,39,Afternoon,14,Rainy,Weekday,Light,Standard,395
Golconda Fort,Inorbit Mall,7.72,18,Afternoon,16,Clear,Weekday,Light,Standard,136
Ameerpet,Botanical Garden,7.77,18,Afternoon,13,Clear,Weekday,Light,Standard,145
Koti,Lingampally,27.39,115,Evening,18,Clear,Weekday,Heavy,Economy,711
Dilsukhnagar,Tank Bund,10.57,23,Afternoon,14,Clear,Weekday,Light,Premium,235
Ameerpet,Koti,9.14,21,Morning,8,Cloudy,Weekend,Light,Standard,213
Botanical Garden,Abids,14.31,30,Afternoon,12,Clear,Holiday,Light,Premium,390
Film Nagar,Jubilee Hills,2.37,11,Morning,7,Clear,Holiday,Moderate,Economy,106
Paradise Circle,Secunderabad,0.56,7,Morning,7,Clear,Weekday,Heavy,Standard,72
Charminar,Kukatpally,20.01,53,Morning,8,Rainy,Weekend,Moderate,Premium,809
Gachibowli,Film Nagar,10.32,30,Evening,18,Clear,Weekday,Moderate,Premium,352
Film Nagar,Jubilee Hills,2.37,14,Evening,17,Clear,Weekday,Heavy,Economy,101
Dilsukhnagar,Charminar,6.98,22,Morning,6,Thunderstorm,Weekend,Moderate,Economy,196
Banjara Hills,Jubilee Hills,3.49,11,Afternoon,16,Clear,Weekday,Light,Standard,83
Mehdipatnam,Ameerpet,6.16,16,Morning,10,Rainy,Weekday,Light,Economy,124
Mehdipatnam,Lakdikapul,2.28,10,Afternoon,15,Rainy,Weekday,Moderate,Premium,125
KPHB,Financial District,13.23,58,Evening,18,Clear,Weekday,Heavy,Economy,358
Uppal,Tank Bund,11.98,53,Morning,7,Clear,Weekday,Heavy,Economy,303
Shamshabad Airport,Begumpet,29.81,124,Morning,9,Clear,Weekday,Heavy,Premium,1089
Botanical Garden,Inorbit Mall,2.56,9,Morning,8,Clear,Weekend,Light,Standard,94
Lingampally,Paradise Circle,25.58,107,Evening,19,Rainy,Weekday,Heavy,Standard,955
Golconda Fort,Jubilee Hills,5.93,15,Afternoon,15,Rainy,Weekend,Light,Standard,162
Film Nagar,Abids,8.42,19,Afternoon,14,Clear,Weekday,Light,Economy,122
Kukatpally,Madhapur,5.86,28,Morning,8,Clear,Weekday,Heavy,Standard,195
Lakdikapul,Lingampally,22.75,96,Morning,8,Cloudy,Weekday,Heavy,Standard,655
Film Nagar,Mehdipatnam,3.95,14,Afternoon,12,Clear,Weekday,Moderate,Economy,89
Lakdikapul,Madhapur,10.61,47,Morning,8,Cloudy,Weekday,Heavy,Premium,413
LB Nagar,Begumpet,19.08,38,Night,22,Clear,Weekday,Light,Standard,360
Botanical Garden,Film Nagar,6.93,17,Afternoon,16,Clear,Weekday,Light,Premium,176
Dilsukhnagar,Lakdikapul,11.01,49,Night,1,Clear,Weekday,Heavy,Standard,328
Banjara Hills,Botanical Garden,7.52,18,Morning,11,Rainy,Weekday,Light,Economy,153
Golconda Fort,Charminar,10.63,23,Afternoon,14,Clear,Weekday,Light,Premium,244
Mehdipatnam,Paradise Circle,10.08,45,Evening,17,Thunderstorm,Weekday,Heavy,Premium,616
Charminar,Kukatpally,20.01,39,Morning,11,Rainy,Weekday,Light,Economy,332
Dilsukhnagar,Lingampally,33.72,140,Evening,17,Clear,Weekday,Heavy,Premium,1316
Charminar,Golconda Fort,10.63,23,Afternoon,15,Clear,Weekday,Light,Economy,158
Kukatpally,Banjara Hills,10.47,23,Night,21,Thunderstorm,Weekday,Light,Premium,338
Dilsukhnagar,Film Nagar,16.03,43,Morning,8,Clear,Weekday,Moderate,Standard,371
Secunderabad,Begumpet,5.07,17,Afternoon,12,Rainy,Weekday,Moderate,Premium,209
Ameerpet,Banjara Hills,3.76,11,Evening,19,Clear,Holiday,Light,Standard,143
Madhapur,Financial District,8.29,19,Morning,10,Clear,Weekend,Light,Premium,207
Kukatpally,Gachibowli,10.5,23,Afternoon,12,Thunderstorm,Weekday,Light,Premium,321
Tank Bund,Film Nagar,8.06,19,Morning,6,Clear,Weekday,Light,Standard,145
Koti,KPHB,20.07,53,Night,21,Rainy,Weekday,Moderate,Economy,389
Hitech City,Koti,17.02,46,Evening,17,Cloudy,Weekday,Moderate,Standard,434
Golconda Fort,Dilsukhnagar,17.18,46,Morning,6,Cloudy,Weekday,Moderate,Economy,280
Jubilee Hills,LB Nagar,23.25,61,Afternoon,12,Rainy,Weekend,Moderate,Premium,749
Lingampally,Uppal,35.59,147,Evening,19,Cloudy,Weekday,Heavy,Premium,1330
Banjara Hills,KPHB,12.48,55,Evening,17,Rainy,Weekday,Heavy,Premium,623
Jubilee Hills,Gachibowli,8.36,38,Morning,8,Clear,Weekday,Heavy,Standard,252
KPHB,Abids,18.53,49,Evening,18,Clear,Weekend,Moderate,Standard,473
Inorbit Mall,Charminar,16.08,33,Evening,19,Clear,Weekend,Light,Standard,363
Kukatpally,Mehdipatnam,13.72,29,Afternoon,15,Cloudy,Weekday,Light,Standard,230
Film Nagar,Lingampally,18.11,36,Afternoon,16,Clear,Weekend,Light,Standard,312
Abids,Secunderabad,7.49,35,Evening,17,Clear,Weekday,Heavy,Premium,337
Golconda Fort,Mehdipatnam,5.69,19,Morning,7,Clear,Weekday,Moderate,Standard,169
Madhapur,Hitech City,2.18,14,Morning,8,Clear,Weekday,Heavy,Premium,143
